season,team,conference,offense_passingPlays_explosiveness,offense_passingPlays_successRate,offense_passingPlays_totalPPA,offense_passingPlays_ppa,offense_passingPlays_rate,offense_rushingPlays_explosiveness,offense_rushingPlays_successRate,offense_rushingPlays_totalPPA,offense_rushingPlays_ppa,offense_rushingPlays_rate,offense_passingDowns_explosiveness,offense_passingDowns_successRate,offense_passingDowns_ppa,offense_passingDowns_rate,offense_standardDowns_explosiveness,offense_standardDowns_successRate,offense_standardDowns_ppa,offense_standardDowns_rate,offense_havoc_db,offense_havoc_frontSeven,offense_havoc_total,offense_fieldPosition_averagePredictedPoints,offense_fieldPosition_averageStart,offense_pointsPerOpportunity,offense_totalOpportunies,offense_openFieldYardsTotal,offense_openFieldYards,offense_secondLevelYardsTotal,offense_secondLevelYards,offense_lineYardsTotal,offense_lineYards,offense_stuffRate,offense_powerSuccess,offense_explosiveness,offense_successRate,offense_totalPPA,offense_ppa,offense_drives,offense_plays,defense_passingPlays_explosiveness,defense_passingPlays_successRate,defense_passingPlays_totalPPA,defense_passingPlays_ppa,defense_passingPlays_rate,defense_rushingPlays_explosiveness,defense_rushingPlays_successRate,defense_rushingPlays_totalPPA,defense_rushingPlays_ppa,defense_rushingPlays_rate,defense_passingDowns_explosiveness,defense_passingDowns_successRate,defense_passingDowns_totalPPA,defense_passingDowns_ppa,defense_passingDowns_rate,defense_standardDowns_explosiveness,defense_standardDowns_successRate,defense_standardDowns_ppa,defense_standardDowns_rate,defense_havoc_db,defense_havoc_frontSeven,defense_havoc_total,defense_fieldPosition_averagePredictedPoints,defense_fieldPosition_averageStart,defense_pointsPerOpportunity,defense_totalOpportunies,defense_openFieldYardsTotal,defense_openFieldYards,defense_secondLevelYardsTotal,defense_secondLevelYards,defense_lineYardsTotal,defense_lineYards,defense_stuffRate,defense_powerSuccess,defense_explosiveness,defense_successRate,defense_totalPPA,defense_ppa,defense_drives,defense_plays
2015,Air Force,Mountain West,2.2689320808694418,0.4011627906976744,79.40115611792052,0.46163462859256116,0.17217217217217218,0.96258541620243,0.48034398034398035,165.12467045136225,0.20285586050535903,0.8148148148148148,1.8335518957074877,0.3137254901960784,0.3163516009872003,0.2552552552552553,0.9870960937822286,0.5282258064516129,0.222502518165887,0.7447447447447447,0.012012012012012012,0.0,0.012012012012012012,1.346,70.9,3.873684210526316,95,1216,1.493857493857494,907,1.1142506142506143,2636,3.2382063882063883,0.14619164619164618,0.8058252427184466,1.130259865778044,0.47347347347347346,246.211531767156,0.2464579897569129,180,999,1.9265681300932715,0.3627684964200477,108.95004816166981,0.26002398129276805,0.47398190045248867,1.2822430525413684,0.3288888888888889,22.987372751376956,0.05108305055861546,0.5090497737556561,2.0739573393425013,0.3,108.95004816166981,0.28564539334866274,0.38461538461538464,1.2884616385048628,0.3915441176470588,0.07020889198285392,0.6153846153846154,0.012443438914027148,0.0,0.012443438914027148,-1.333,70.7,3.5844155844155843,77,0,2.068888888888889,378,0.84,1084,2.407777777777778,0.23555555555555555,0.7169811320754716,1.5428126273475267,0.3563348416289593,135.31307097721788,0.15306908481585732,175,884
2015,Akron,Mid-American,1.6135495206629782,0.39779005524861877,71.15763181093568,0.19656804367661793,0.4099660249150623,1.0086533231300139,0.3722772277227723,22.08611998344186,0.04373489105632052,0.5719139297848245,1.8709448610944666,0.28052805280528054,0.19011715263080411,0.3431483578708947,1.0013233596251299,0.4517241379310345,0.043022977699839995,0.6568516421291053,0.013590033975084938,0.0,0.013590033975084938,1.562,67.6,3.4578313253012047,83,437,0.8653465346534653,537,1.0633663366336634,1338,2.6502970297029704,0.24356435643564356,0.6153846153846154,1.214343035777561,0.3929784824462061,82.55882431304084,0.09349810227977445,171,883,1.4783425519504456,0.3925619834710744,83.6225530606815,0.17277386996008576,0.5627906976744186,0.8180162229536401,0.3794037940379404,-25.633886155307422,-0.06946852616614478,0.4290697674418605,1.6974963169751074,0.3023255813953488,83.6225530606815,0.21099470333479667,0.35,0.970453509664289,0.4400715563506261,-0.013818187227807002,0.65,0.01627906976744186,0.0,0.01627906976744186,-1.351,71.0,3.223684210526316,76,0,0.6558265582655827,344,0.9322493224932249,862,2.335230352303523,0.23848238482384823,0.6792452830188679,1.1667766416087533,0.3918604651162791,55.785039043429684,0.06486632446910429,166,860
2015,Alabama,SEC,1.5960390209360023,0.42332613390928725,141.94343702153543,0.3065732981026683,0.42360475754803295,0.9435823751107705,0.45289256198347105,80.99840240628716,0.13388165686989612,0.5535224153705398,1.7908217989605044,0.31339031339031337,0.27633748914981865,0.3211344922232388,0.9616630359812417,0.5161725067385444,0.14349195129151934,0.6788655077767612,0.009149130832570906,0.0,0.009149130832570906,1.639,67.2,3.5576923076923075,104,858,1.4181818181818182,690,1.140495867768595,1852,3.0611570247933884,0.17355371900826447,0.7816091954022989,1.1466680338062294,0.45105215004574567,203.46548654989368,0.18615323563576733,200,1093,1.741453907436387,0.30280373831775703,10.276275922264226,0.019207992378063976,0.5655391120507399,0.9603762167087536,0.30632911392405066,-33.45768699660014,-0.0847030050546839,0.4175475687103594,1.8846025114838836,0.25773195876288657,10.276275922264226,0.13277076957883394,0.41014799154334036,1.0706861193241317,0.3548387096774194,-0.14186122489253733,0.5898520084566596,0.0200845665961945,0.0,0.0200845665961945,-1.221,72.3,2.2222222222222223,72,0,0.850632911392405,311,0.7873417721518987,919,2.3255696202531646,0.2481012658227848,0.6,1.3438124254180082,0.3150105708245243,-27.643504893448252,-0.029221463946562633,200,946
2015,App State,Sun Belt,1.9230050880231404,0.47,138.58042766776475,0.4619347588925492,0.32894736842105265,0.916867313556007,0.459866220735786,79.06527318642704,0.1322161758970352,0.6557017543859649,1.933722767745845,0.3333333333333333,0.35006280184937166,0.29276315789473684,1.0383437104316156,0.5271317829457365,0.19223629544048723,0.7072368421052632,0.009868421052631578,0.0,0.009868421052631578,1.556,68.6,4.290697674418604,86,1129,1.8879598662207357,824,1.3779264214046822,1847,3.0887959866220736,0.19899665551839466,0.6617647058823529,1.224098340037598,0.47039473684210525,217.4591786528965,0.23844208185624616,168,912,1.5218510616256102,0.36609336609336607,21.479254324298605,0.05277458064938233,0.4604072398190045,0.8128023505869032,0.3644251626898048,-17.779287765734168,-0.03856678474128887,0.5214932126696833,1.7369075071291895,0.2908496732026144,21.479254324298605,0.1860437913579919,0.34615384615384615,0.818074730968714,0.4204152249134948,-0.11283823847551998,0.6538461538461539,0.020361990950226245,0.0,0.020361990950226245,-1.497,68.8,2.5,70,0,1.0477223427331888,440,0.9544468546637744,1258,2.7295010845986987,0.2017353579175705,0.7045454545454546,1.0643883366261908,0.3755656108597285,-8.29110168330503,-0.009379074302381257,169,884
2015,Arizona,Big 12,1.6048470669367185,0.42857142857142855,122.38861006995556,0.24977267361215422,0.48804780876494025,1.1015254329958306,0.46987951807228917,108.84478795964876,0.21856383124427461,0.4960159362549801,2.0792424261113647,0.3684210526315789,0.41318303818025554,0.30278884462151395,1.0419680590661982,0.49714285714285716,0.15190136474940175,0.6972111553784861,0.0099601593625498,0.0,0.0099601593625498,1.271,71.8,4.01,100,1140,2.289156626506024,653,1.3112449799196788,1495,3.00281124497992,0.18473895582329317,0.6986301369863014,1.2945218179989344,0.4581673306772908,231.9385989313789,0.2310145407683057,176,1004,1.6834860321118144,0.4270386266094421,170.07139307574224,0.3649600709779876,0.44764649375600385,0.9121829002811329,0.44543828264758495,74.44141811714407,0.13316890539739548,0.5369836695485111,1.9682676220630837,0.3271604938271605,170.07139307574224,0.40019864071820443,0.3112391930835735,0.9688743862172036,0.499302649930265,0.1508990059196383,0.6887608069164265,0.010566762728146013,0.0,0.010566762728146013,-1.32,71.3,4.348837209302325,86,0,1.3023255813953487,601,1.075134168157424,1613,2.88479427549195,0.1735241502683363,0.8484848484848485,1.197184047854409,0.4457252641690682,237.85894683707892,0.22849082309037358,184,1041
2015,Arizona State,Big 12,1.5881838934341896,0.4045936395759717,151.48137161926724,0.26763493218951806,0.5164233576642335,0.9949540768264626,0.40755467196819084,44.570107363930084,0.08860856334777353,0.45894160583941607,1.6469706186334891,0.3295774647887324,0.2937630173509229,0.3239051094890511,1.049823262444584,0.46288798920377866,0.09918187639772078,0.676094890510949,0.008211678832116789,0.0,0.008211678832116789,1.487,68.8,3.663157894736842,95,707,1.4055666003976144,537,1.0675944333996024,1477,2.93558648111332,0.18886679920477137,0.6551724137931034,1.2017063943448056,0.4197080291970803,177.77964157028873,0.1622077021626722,194,1096,1.8778276505183988,0.3881932021466905,165.81250120609187,0.2966234368624183,0.5657894736842105,1.105732728106957,0.3951219512195122,40.64300122633303,0.09912927128373909,0.4149797570850202,2.096118143454966,0.349862258953168,165.81250120609187,0.4210908623801122,0.3674089068825911,1.1639679642885798,0.4304,0.06872785681654385,0.6325910931174089,0.015182186234817813,0.0,0.015182186234817813,-1.141,73.2,3.54320987654321,81,0,1.5121951219512195,443,1.0804878048780489,1031,2.514390243902439,0.24390243902439024,0.6530612244897959,1.4629151177081026,0.4008097165991903,195.81089355432061,0.19818916351651886,193,988
2015,Arkansas,SEC,1.762970146601997,0.5,210.81558319819857,0.5489989145786421,0.42905027932960893,0.9181433978776957,0.5,93.31013117277234,0.1858767553242477,0.5608938547486033,2.14548094491749,0.4016393442622951,0.5483964012126881,0.27262569832402234,0.9934030548993599,0.543778801843318,0.25083647541701604,0.7273743016759776,0.008938547486033519,0.0,0.008938547486033519,1.44,68.9,4.435294117647059,85,703,1.400398406374502,563,1.1215139442231077,1591,3.1685258964143426,0.17131474103585656,0.75,1.2431898540625828,0.5050279329608939,297.1032673923733,0.3319589579803054,152,895,1.444350598552098,0.486784140969163,169.36793401749995,0.37305712338656377,0.5328638497652582,0.9119566447335412,0.4461942257217848,43.55239184920003,0.11431073976167987,0.4471830985915493,1.596262345797226,0.3763837638376384,169.36793401749995,0.337729024882864,0.318075117370892,1.0004466666427934,0.5249569707401033,0.19515882050480518,0.681924882629108,0.012910798122065728,0.0,0.012910798122065728,-1.242,72.4,4.027777777777778,72,0,0.7847769028871391,390,1.0236220472440944,989,2.5968503937007874,0.2204724409448819,0.7857142857142857,1.1497665665783023,0.47769953051643194,204.91184045654794,0.2405068549959483,146,852
2015,Arkansas State,Sun Belt,1.595565270092233,0.422680412371134,74.2855373313723,0.19145757044168119,0.39591836734693875,1.0279849053904642,0.45266781411359724,82.33724325590984,0.14171642556955222,0.5928571428571429,1.745000941203903,0.3464052287581699,0.29457346428409736,0.3122448979591837,1.0298378643308306,0.49258160237388726,0.09098937214982127,0.6877551020408164,0.015306122448979591,0.0,0.015306122448979591,1.642,66.6,3.5757575757575757,99,1037,1.7848537005163512,712,1.225473321858864,1650,2.8395869191049914,0.22203098106712565,0.6933333333333334,1.2029138601037659,0.44693877551020406,151.46631689991332,0.15455746622440136,192,980,1.7523008734886096,0.35714285714285715,72.36095291932783,0.1396929593037217,0.544689800210305,1.111088051540628,0.3981042654028436,38.250405045364914,0.0906407702496799,0.4437434279705573,2.0457623230569775,0.2861271676300578,72.36095291932783,0.2552727078521809,0.3638275499474238,1.1622271699172257,0.4380165289256198,0.03631275504847182,0.6361724500525763,0.028391167192429023,0.0,0.028391167192429023,-1.228,73.0,3.792207792207792,77,0,1.8957345971563981,448,1.0616113744075828,980,2.3218009478672985,0.24881516587677724,0.6956521739130435,1.4025293132162242,0.38275499474237645,110.29357372118005,0.11597641821364885,202,951
2015,Army,American Athletic,2.5756450703161557,0.35833333333333334,50.63674821997415,0.4219729018331179,0.1646090534979424,1.0089811417765078,0.42524916943521596,71.66545343337529,0.11904560370992574,0.8257887517146777,2.0112739271472417,0.2894736842105263,0.24859578077491518,0.31275720164609055,0.9793203964243453,0.47704590818363274,0.12240827700377242,0.6872427983539094,0.012345679012345678,0.0,0.012345679012345678,1.278,71.8,3.3934426229508197,61,894,1.4850498338870433,638,1.0598006644518272,1705,2.832392026578073,0.1877076411960133,0.7761194029850746,1.202628373564382,0.41838134430727025,118.00638479557064,0.16187432756594053,134,729,1.7532896006138559,0.43573667711598746,128.8333746752156,0.4038663782922119,0.41973684210526313,0.8928713700765656,0.41843971631205673,28.87766920655615,0.06826872152850154,0.5565789473684211,1.7969047112573442,0.34854771784232363,128.8333746752156,0.35452959424087643,0.3171052631578947,0.9662689961156364,0.4816955684007707,0.12144733999107608,0.6828947368421052,0.007894736842105263,0.0,0.007894736842105263,-1.571,68.0,3.9583333333333335,72,0,1.2765957446808511,431,1.0189125295508275,1196,2.82789598108747,0.18439716312056736,0.68,1.175171391540497,0.4394736842105263,148.4728016674197,0.19535894956239436,139,760
2015,Auburn,SEC,1.7335590098665972,0.3993993993993994,92.83009994717487,0.27876906891043507,0.35653104925053536,0.817882638931587,0.4688581314878893,69.90345467350869,0.12094023299914998,0.6188436830835118,1.783320858903262,0.3709090909090909,0.3806185119945899,0.2944325481798715,0.8245862888705471,0.4931714719271624,0.08458754453795811,0.7055674518201285,0.01284796573875803,0.0,0.01284796573875803,1.356,70.7,3.77027027027027,74,531,0.9186851211072664,600,1.0380622837370241,1751,3.028892733564014,0.14878892733564014,0.8095238095238095,1.0536048512671208,0.45717344753747324,160.41328264902663,0.17174869662636683,153,934,1.3001329399712547,0.4350515463917526,55.29501150408734,0.11401033299811822,0.47502448579823703,0.9407585618884194,0.46601941747572817,88.96012512325292,0.17273810703544257,0.5044074436826641,1.5124080063387384,0.3592233009708738,55.29501150408734,0.2318110691342754,0.30264446620959845,0.9182035350715555,0.5070224719101124,0.10093283137938944,0.6973555337904016,0.013712047012732615,0.0,0.013712047012732615,-1.299,71.4,3.010752688172043,93,0,1.2660194174757282,607,1.178640776699029,1655,3.2135922330097086,0.1669902912621359,0.7073170731707317,1.0579422984415923,0.4622918707149853,143.49379630461638,0.14054240578316982,152,1021
